Id,date,products,client_id,is_discounted
39,2016-04-25 00:26:28,"[639, 12, 25, 280, 116]",713,1
40,2022-05-26 02:39:27,"[211, 629, 191, 681]",843,1
41,2015-02-10 02:35:08,[140],900,0
42,2016-08-26 10:11:58,"[328, 456]",596,1
43,2017-08-22 10:16:37,"[82, 627, 365, 423, 284, 655]",1452,0
44,2022-06-26 22:05:39,"[542, 526, 589, 114]",1224,1
45,2017-03-22 19:16:39,"[240, 170, 470]",553,1
46,2017-02-15 16:28:03,"[345, 702, 592, 657, 422, 117]",1342,1
47,2016-07-09 10:29:19,"[611, 612, 95, 659, 601]",952,1
48,2022-02-18 05:52:04,"[366, 669, 112, 629]",719,1
49,2021-11-27 12:22:01,"[262, 429, 173, 180, 611]",174,1
50,2020-03-22 05:05:46,[552],443,0
51,2019-11-23 13:23:10,"[39, 326, 230]",1447,1
52,2016-03-28 02:49:10,"[370, 466, 388, 627, 82, 585]",713,0
53,2016-01-04 03:17:34,"[476, 407, 400, 281, 452, 400]",1187,0
54,2022-10-30 18:29:10,"[641, 672, 575, 690, 401]",1031,1
55,2023-09-09 21:25:15,[542],1305,1
56,2021-08-08 16:33:04,"[257, 240, 544]",520,0
57,2019-04-18 16:03:40,"[519, 25, 269, 450, 218, 510]",33,0
58,2016-04-17 17:46:07,"[657, 285, 276, 651]",20,0
59,2023-10-04 19:31:18,"[540, 169, 392, 271, 473]",1041,0
60,2016-04-03 13:27:46,"[96, 544, 263, 121]",81,1
61,2019-10-18 13:50:50,[356],933,0
62,2018-07-31 01:48:03,[691],464,1
63,2021-10-01 01:03:59,"[670, 505, 526, 546]",116,1
64,2016-04-06 00:53:07,"[453, 123, 250, 262]",752,0
65,2023-08-16 08:47:53,"[213, 155, 611, 0]",976,1
66,2016-08-19 15:21:20,"[531, 417, 399, 174, 275, 65]",503,1
67,2017-03-18 00:34:47,"[89, 564, 107, 126]",354,1
68,2022-11-13 04:05:16,"[494, 644, 375, 139]",1019,1
69,2017-11-24 19:20:31,"[398, 377, 620, 424]",1499,0
70,2021-05-19 18:33:09,"[701, 222, 180]",976,1
71,2015-09-01 22:05:38,"[460, 471, 133, 597]",903,0
72,2022-03-21 20:02:26,"[216, 526, 702]",206,1
73,2020-11-25 21:25:26,"[620, 206, 431, 213, 635, 622]",1231,1
74,2015-09-20 22:38:28,"[331, 60, 260, 648]",828,0
75,2021-05-24 11:29:13,"[148, 506]",1106,0
76,2015-05-12 06:32:23,"[59, 632, 97]",555,1
77,2017-10-06 10:13:13,"[571, 703, 243, 586, 194, 440]",346,1
78,2016-11-10 14:23:43,"[580, 671, 128, 241, 625]",794,1
79,2022-12-07 07:23:39,"[103, 276, 699, 2]",1014,1
80,2020-02-16 14:07:14,"[48, 210]",846,1
81,2017-11-02 09:07:10,"[28, 351, 676, 472]",283,0
82,2023-02-15 07:31:39,"[404, 484]",1063,0
83,2017-04-01 15:40:12,"[554, 19, 546, 649]",949,0
84,2016-06-14 22:02:49,"[637, 432, 632, 148]",265,1
85,2022-02-28 13:47:45,"[695, 63, 578]",1333,1
86,2020-11-09 05:32:41,"[321, 435, 263, 374, 127]",1020,0
87,2021-04-16 05:06:25,"[514, 63, 625, 147, 23]",1064,1
88,2015-09-01 03:50:21,[281],472,0
89,2016-08-16 00:43:04,"[406, 357, 382, 494, 531]",1445,1
90,2019-06-12 13:15:54,"[442, 121, 626, 607, 434, 315]",423,0
91,2021-03-03 17:02:28,[544],242,0
92,2022-04-05 00:47:32,[430],1062,1
93,2023-03-29 12:50:00,"[39, 51]",1377,1
94,2015-03-14 23:18:36,[248],1210,1
95,2015-07-29 16:27:51,"[546, 598]",89,1
96,2015-04-30 06:52:42,"[197, 213, 203, 77, 305]",751,1
97,2016-04-30 13:27:59,"[629, 337, 510, 147, 401]",164,0
98,2023-04-29 13:17:39,"[303, 451, 628]",202,0
99,2017-11-18 06:46:19,"[700, 630, 10]",948,0
100,2021-09-22 06:58:35,"[491, 348]",244,1
101,2018-06-14 22:04:21,"[698, 353, 161]",923,0
102,2015-01-12 07:39:56,"[232, 261, 408]",842,0
103,2020-08-30 11:38:15,"[467, 68, 26, 385, 521]",489,1
104,2017-07-17 14:16:31,"[273, 0, 508, 449]",603,1
105,2016-01-10 21:36:08,"[367, 137, 362]",599,1
106,2017-12-17 06:56:36,"[709, 46, 16, 333, 450, 408]",1010,0
107,2020-11-15 05:08:40,"[258, 343, 599, 695, 632, 438]",1212,0
108,2019-06-18 12:21:44,[614],835,0
109,2023-01-06 09:10:15,[674],1116,1
110,2021-03-28 17:13:31,"[104, 17, 514, 148]",478,1
111,2020-11-10 20:15:59,"[307, 160, 273, 300, 402]",541,0
112,2017-06-18 09:51:22,"[713, 539, 295, 531]",211,0
113,2023-04-11 21:39:57,[48],936,0
114,2022-10-12 14:15:05,"[382, 396, 499, 633]",148,0
115,2018-09-03 06:26:30,"[187, 1, 597]",345,0
116,2019-10-03 21:34:33,"[152, 404, 375, 625]",761,1
117,2021-09-28 06:29:38,"[523, 227, 175]",580,1
118,2019-10-25 22:33:58,"[624, 230, 578, 233]",428,1
119,2019-09-16 04:22:52,"[343, 527]",1477,0
120,2020-10-09 23:47:29,[505],193,0
121,2023-02-13 11:05:05,"[629, 473, 602, 473]",229,0
122,2016-06-25 13:04:30,"[612, 584, 165]",862,0
123,2020-09-24 16:37:31,"[193, 431, 284]",224,0
124,2018-09-11 18:57:58,[152],116,0
125,2017-11-14 14:24:32,"[88, 639]",1391,0
126,2018-04-18 14:12:49,[408],897,0
127,2018-01-16 16:01:36,"[536, 382, 334]",1458,1
128,2017-02-22 08:30:36,"[48, 660, 632, 380, 630]",1159,0
129,2016-01-13 09:10:15,[301],1057,1
130,2020-10-23 09:42:30,"[9, 545]",1396,1
131,2015-10-12 18:41:46,"[466, 204, 34, 462, 295]",1310,0
132,2022-10-22 21:20:15,"[332, 297, 46]",4,1
133,2020-09-02 20:39:32,[423],289,1
134,2021-11-13 02:16:20,[484],615,0
135,2021-12-25 08:24:21,"[404, 572]",220,0
136,2023-10-19 17:23:25,"[366, 449, 541, 133, 123]",917,1
137,2017-06-30 18:40:52,"[349, 633, 188]",279,0
138,2022-07-03 23:04:47,[411],1283,1
139,2015-01-16 21:42:23,"[462, 483, 661, 289]",838,0
140,2019-11-03 12:27:22,"[285, 708, 686, 67, 340]",291,0
141,2022-01-01 06:03:58,"[490, 271, 698]",230,0
142,2016-08-30 16:40:58,"[588, 176, 373, 57, 600, 432]",512,1
143,2021-07-24 02:39:31,[211],1099,0
144,2018-09-27 12:10:42,"[663, 608]",357,1
145,2015-10-31 20:02:54,"[675, 173]",1079,0
146,2019-01-22 21:00:19,"[374, 187]",1087,0
147,2022-04-20 14:41:39,"[464, 365, 455, 282, 638]",909,1
148,2018-09-20 14:46:03,"[684, 653, 372, 304, 426, 306]",105,0
149,2015-02-19 15:21:53,[61],932,0
150,2019-10-11 05:26:05,"[304, 613]",273,1
151,2023-01-12 15:05:36,"[225, 135, 271, 200, 83, 678]",547,0
152,2019-03-08 00:04:58,"[253, 186, 213, 321]",453,0
153,2016-04-21 12:52:48,"[614, 387]",43,0
154,2019-06-13 03:38:36,"[242, 450, 409, 299]",206,1
155,2019-04-22 16:12:37,"[235, 441, 301]",198,1
156,2023-01-01 00:46:51,"[387, 96, 410, 558]",1177,1
157,2018-10-08 05:19:37,"[607, 662, 40, 709]",367,1
158,2022-03-21 08:35:32,"[231, 489, 640]",710,0
159,2016-04-02 17:01:11,"[171, 543, 540]",432,1
160,2020-06-14 22:01:19,"[519, 475, 131]",991,0
161,2020-06-13 15:03:27,"[57, 180, 441, 543, 318]",1487,0
162,2018-07-31 18:27:59,"[30, 376, 211]",1050,0
163,2018-11-15 09:08:50,"[615, 124]",673,1
164,2019-10-30 01:54:05,"[476, 12, 666]",41,1
165,2015-12-19 01:14:05,[714],577,1
166,2020-03-05 09:32:22,"[501, 92, 277, 158]",147,0
167,2022-08-17 14:11:18,"[229, 90, 195, 146, 85, 554]",972,0
168,2023-01-08 07:14:19,"[63, 479, 183, 179, 703]",1483,0
169,2022-12-03 03:24:15,"[155, 496, 48, 632]",85,1
170,2023-05-23 04:11:43,"[0, 624, 463]",817,0
171,2019-06-20 04:46:02,"[308, 246, 610, 609]",3,1
172,2020-05-12 11:46:02,"[560, 649]",1450,1
173,2017-10-16 08:13:57,"[662, 109, 73, 200]",1158,1
174,2023-05-06 17:49:15,[301],209,0
175,2015-12-12 15:06:57,"[98, 516, 447, 644]",899,1
176,2019-02-09 12:52:36,"[306, 414, 338, 677, 363, 214]",568,1
177,2017-05-17 05:23:09,"[139, 711, 199]",1106,1
178,2017-03-27 01:51:23,"[572, 226, 417, 194, 239, 53]",1397,0
179,2016-03-17 22:45:38,"[232, 506, 600, 181]",521,1
180,2018-05-02 20:09:10,"[262, 151, 176, 355, 312, 631]",157,1
181,2020-02-26 12:25:37,"[221, 321]",530,0
182,2019-11-01 20:19:28,"[136, 603, 366]",1355,1
183,2017-11-27 20:52:08,"[584, 709]",1145,1
184,2020-02-19 07:40:04,"[488, 640, 578, 392]",1262,1
185,2022-08-02 18:02:37,[516],1302,0
186,2015-04-25 06:54:21,"[359, 207, 215, 395, 42, 574]",1310,0
187,2017-10-24 21:24:07,[129],1378,1
188,2023-04-18 12:44:02,[167],733,1
189,2021-01-04 06:55:17,[315],1122,0
190,2020-05-06 00:01:24,[108],13,0
191,2016-09-15 08:52:34,[636],234,0
192,2019-01-28 10:00:55,"[710, 531, 628]",323,0
193,2021-05-25 06:42:07,[75],471,0
194,2022-05-11 23:23:06,"[341, 376, 212, 9]",646,1
195,2015-11-14 01:28:31,"[653, 87]",824,1
196,2023-06-09 01:30:19,"[168, 594]",863,1
197,2022-10-15 15:34:27,"[0, 352]",552,1
198,2016-05-27 22:35:44,"[160, 42, 366, 67]",283,0
199,2019-08-26 06:07:24,"[173, 74, 129, 490, 120]",1323,1
200,2016-05-31 15:47:24,"[81, 532, 202, 493]",1378,1
201,2016-01-08 11:42:02,"[681, 280]",1434,1
202,2022-01-17 23:33:21,"[388, 4]",732,0
203,2022-03-12 07:00:16,"[487, 349, 169, 123, 79, 68]",898,1
204,2019-07-02 10:07:28,"[459, 165, 37]",1325,0
205,2020-05-13 11:33:54,"[578, 210]",1317,1
206,2018-04-07 06:27:43,"[106, 48, 170, 302, 477]",926,0
207,2023-02-11 23:38:56,[120],450,1
208,2020-01-30 15:20:26,"[235, 384]",716,0
209,2021-08-06 06:53:00,"[393, 692, 30, 156, 713]",683,1
210,2015-12-16 04:09:29,"[664, 396, 651, 221, 674, 29]",226,1
211,2019-09-24 03:25:33,"[682, 335, 379, 495, 287, 466]",976,0
212,2019-12-11 15:46:47,"[83, 571, 123, 412, 90]",615,1
213,2018-05-28 12:04:06,"[475, 59]",956,1
214,2023-02-27 06:55:43,"[165, 497, 429]",1073,1
215,2015-10-25 09:06:20,[309],896,1
216,2022-03-26 12:04:08,"[530, 388, 327, 239, 375]",738,1
217,2021-11-11 19:16:34,"[263, 513]",277,0
218,2020-12-22 00:46:53,"[318, 515, 379, 406]",1291,1
219,2020-09-03 04:48:47,[419],1160,1
220,2020-06-15 05:21:06,"[323, 288, 104, 315, 707]",448,0
221,2018-10-10 04:22:59,"[654, 705, 642]",163,0
222,2017-04-12 14:43:06,"[366, 394, 21, 668, 441, 575]",1144,1
223,2022-12-14 18:05:04,"[709, 76, 327]",1230,0
224,2018-12-01 01:34:23,"[601, 637, 694]",238,0
225,2017-07-01 01:54:56,"[135, 282, 654]",798,0
226,2017-12-14 14:24:58,"[469, 675, 626, 361]",499,1
227,2017-12-18 03:02:10,"[309, 630]",1079,1
228,2019-04-14 20:32:49,"[60, 618, 703, 280, 429, 362]",1003,0
229,2021-02-17 14:19:00,"[101, 221]",1499,0
230,2016-03-09 06:30:37,[705],273,1
231,2016-03-30 07:51:14,"[555, 689]",577,0
232,2018-05-16 02:23:36,"[303, 198, 512, 399, 61]",269,1
233,2018-09-07 00:15:30,"[170, 606, 592, 485, 624, 440]",498,1
234,2015-04-11 08:22:03,"[511, 221]",906,1
235,2015-11-19 19:05:41,[687],1162,1
236,2016-07-10 12:58:17,"[73, 252]",1317,1
237,2017-03-16 21:51:34,"[413, 311]",927,1
238,2020-10-19 15:18:27,"[156, 67]",1441,1
239,2018-11-23 14:39:57,"[197, 637, 309, 531, 13]",984,1
240,2021-05-16 04:13:57,"[535, 287, 295, 252, 270]",469,1
241,2016-09-24 08:11:19,"[523, 166, 707, 441, 552]",1149,0
242,2021-07-05 22:37:39,"[584, 672, 276, 367, 115]",715,0
243,2017-09-20 01:42:32,[435],134,1
244,2022-10-17 07:38:40,"[181, 635, 385, 47, 75, 692]",776,1
245,2017-01-08 20:56:37,[598],619,0
246,2018-12-07 20:34:07,"[212, 231, 136, 676]",1388,1
247,2019-02-17 18:27:10,"[245, 696, 118, 570, 186, 67]",887,1
248,2015-12-12 17:25:30,"[710, 421, 639, 627, 515, 434]",1115,1
249,2015-03-12 15:56:20,"[240, 235, 710, 14, 710, 164]",1408,1
250,2016-03-11 01:32:32,"[59, 524, 465, 480, 313]",1330,1
251,2021-05-03 04:07:10,[100],293,1
252,2017-10-20 19:21:03,"[287, 355, 454, 577, 619]",617,1
253,2021-10-13 08:33:10,[161],1071,0
254,2020-04-18 19:28:09,[605],857,1
255,2020-05-28 20:48:07,"[439, 584, 341]",177,0
256,2020-07-24 07:10:56,"[516, 526, 360, 553]",151,1
257,2023-03-16 12:23:20,[577],573,0
258,2023-02-20 17:03:36,"[543, 296, 596, 523, 328]",1361,0
259,2020-06-10 14:36:45,"[590, 85, 543]",1073,1
260,2022-05-14 06:28:05,"[138, 669, 183, 415]",290,1
261,2023-11-13 13:14:34,"[71, 277, 551]",676,1
262,2019-09-03 14:04:45,"[257, 660, 446, 320, 617, 530]",821,1
263,2023-08-26 12:14:53,"[30, 333, 394, 272]",1281,1
264,2015-07-29 10:44:17,"[655, 387, 214, 377, 142, 85]",1055,0
265,2022-12-07 13:44:26,[606],362,0
266,2015-08-17 00:06:19,"[162, 361]",1283,0
267,2023-04-17 15:03:59,"[590, 610, 629, 400, 579]",1225,0
268,2016-05-13 11:42:06,"[289, 691, 152, 235, 601, 544]",1295,1
269,2021-03-06 15:23:24,"[464, 555, 555, 230, 321, 80]",415,0
270,2022-05-28 11:52:30,"[478, 499, 472, 130]",579,0
271,2022-08-20 15:20:20,"[347, 174, 446, 399, 476]",1283,1
272,2021-12-29 05:36:55,[80],222,1
273,2022-02-07 13:23:06,[232],579,1
274,2017-10-26 09:42:05,"[557, 190]",80,0
275,2019-12-31 10:56:16,"[628, 255, 489, 104, 592]",608,0
276,2023-08-25 03:51:55,"[341, 542]",1325,1
277,2015-01-20 15:13:13,[511],735,1
278,2016-07-08 05:12:46,"[673, 393, 7, 232, 416]",474,1
279,2020-08-06 19:16:17,"[453, 444, 327, 93, 121, 452]",1260,1
280,2016-10-27 17:40:22,[621],528,0
281,2016-11-20 02:04:39,"[648, 218, 62]",813,1
282,2019-10-11 05:31:38,"[277, 275, 643]",63,0
283,2019-12-13 15:41:41,"[658, 530, 510, 698, 86]",1156,0
284,2019-05-28 07:58:26,"[11, 255, 325, 154]",611,1
285,2022-11-26 17:03:17,"[639, 290, 115, 536, 313, 9]",432,1
286,2022-03-28 10:54:36,"[281, 155]",898,0
287,2015-10-22 03:22:35,"[252, 658, 29, 544, 234, 662]",21,1
288,2019-05-25 14:03:46,"[600, 438]",1054,1
289,2020-11-05 14:12:04,"[92, 67, 516, 551, 528]",816,1
290,2015-07-07 18:20:38,"[269, 687, 571, 563, 373, 251]",502,0
291,2015-08-14 11:21:56,"[324, 428]",550,1
292,2023-07-27 17:48:39,[284],627,0
293,2019-04-12 16:22:18,[613],531,0
294,2020-06-02 11:20:46,"[698, 196, 433, 61]",1005,0
295,2015-05-27 22:45:32,[320],316,0
296,2023-02-05 14:04:31,"[122, 716, 384, 445, 573, 686]",468,1
297,2015-04-22 11:12:38,[107],1130,1
298,2021-02-01 01:51:13,"[706, 341, 202, 116, 53, 405]",1362,1
299,2020-01-06 20:52:29,"[418, 127]",185,1
300,2016-10-05 17:15:36,"[99, 492]",211,0
301,2015-04-21 22:07:33,"[621, 476, 661, 687, 411, 247]",1043,1
302,2018-02-02 04:10:42,"[650, 570, 645, 436]",1223,0
303,2018-02-13 07:52:20,"[242, 150, 600, 34, 335, 316]",799,1
304,2018-05-03 20:34:47,"[117, 664, 569, 320, 700]",1106,0
305,2015-11-26 19:22:12,"[293, 370, 606, 264, 299, 112]",507,0
306,2019-07-13 22:12:11,"[118, 398, 506, 334, 313]",1343,1
307,2018-06-12 18:12:08,"[333, 642, 95, 554, 496, 466]",779,0
308,2018-06-15 23:04:16,"[536, 177, 451, 441]",1315,0
309,2016-08-06 03:49:35,[166],361,0
310,2022-02-22 20:17:46,"[41, 577, 476]",1218,0
311,2017-01-01 19:35:13,"[23, 394]",1173,0
312,2016-08-03 17:22:19,"[12, 69, 666]",991,0
313,2015-04-04 14:14:53,"[537, 205, 272]",1492,1
314,2023-01-23 22:02:56,"[512, 280, 72, 514]",704,0
315,2018-01-27 12:57:24,"[520, 73, 118]",202,0
316,2023-04-10 02:24:51,"[86, 492]",1136,0
317,2022-09-11 04:15:41,[128],1409,0
318,2018-12-03 22:00:44,"[694, 506]",262,1
319,2017-01-12 15:25:02,"[396, 569, 225]",884,0
320,2015-05-06 02:32:26,"[407, 587, 652, 688, 153, 186]",864,1
321,2019-08-26 22:53:14,"[503, 661, 460, 145, 39]",552,1
322,2022-10-04 23:54:34,[193],199,0
323,2019-01-14 16:39:24,[632],1430,0
324,2019-01-05 20:42:06,"[105, 565, 125, 277, 668]",584,1
325,2017-05-03 14:26:05,"[657, 572, 523, 592]",859,0
326,2015-03-14 22:20:41,"[418, 595, 80, 98, 563, 337]",1035,1
327,2016-04-16 21:51:02,[493],1302,1
328,2015-03-24 12:37:39,"[540, 705]",499,0
329,2021-04-27 20:26:26,[408],1410,0
330,2017-02-15 04:38:20,[422],111,1
331,2018-09-28 16:25:40,"[284, 649, 67, 464, 154]",638,1
332,2021-05-30 19:09:33,[517],1198,1
333,2016-03-19 16:59:11,"[29, 302, 585, 16, 123]",1139,1
334,2017-12-04 03:23:24,[480],306,1
335,2015-07-12 01:54:17,"[414, 663, 547, 100, 57]",26,0
336,2016-08-31 02:47:43,"[251, 217, 331, 513]",1140,1
337,2019-09-06 03:05:01,"[265, 491, 27, 105, 289]",1074,0
338,2023-05-05 14:57:06,"[631, 631, 395, 588, 669]",418,0
339,2018-02-06 16:55:35,"[326, 28, 26, 648, 146]",855,1
340,2021-05-04 18:03:37,"[130, 713, 252, 44, 489, 584]",967,1
341,2023-03-25 07:26:19,"[639, 435, 630]",1333,0
342,2015-06-18 00:21:44,"[657, 515, 530, 512]",331,1
343,2023-05-17 04:29:19,"[685, 645, 652, 321, 463, 699]",1414,0
344,2021-09-19 22:36:11,"[390, 354, 433, 338, 315, 604]",99,0
345,2017-10-31 11:14:39,"[495, 571, 171, 171, 496, 85]",1288,0
346,2023-09-04 12:32:06,[308],586,1
347,2015-05-06 04:32:42,"[355, 229, 362, 386, 230, 576]",414,1
348,2020-08-31 14:51:07,[607],946,0
349,2023-02-23 04:29:18,"[88, 486, 414, 503, 22, 397]",537,0
350,2023-03-12 04:13:35,[184],774,1
351,2020-10-15 19:33:51,"[189, 238]",945,1
352,2016-06-22 23:12:41,"[76, 162, 193, 222, 596]",335,1
353,2022-04-24 03:20:20,[477],110,1
354,2021-03-12 21:23:37,[600],707,0
355,2018-12-27 13:21:34,"[296, 121]",245,0
356,2017-10-04 21:49:11,"[199, 188, 702, 252]",416,1
357,2015-11-27 17:21:55,[479],865,1
358,2020-05-30 22:23:05,"[285, 72, 664, 565, 432, 681]",1475,0
359,2016-04-17 13:50:57,"[566, 669, 28, 631]",1043,0
360,2019-02-07 13:54:14,"[47, 167, 253, 475]",242,0
361,2023-10-28 04:20:42,[60],860,1
362,2021-02-02 12:29:04,"[261, 216]",329,1
363,2017-07-10 19:21:07,"[611, 654, 253, 35, 308]",1029,1
364,2015-11-30 12:47:56,"[549, 149, 209]",1425,1
365,2021-04-23 21:12:54,[327],349,1
366,2018-01-23 11:55:07,"[621, 78]",112,1
367,2018-07-23 06:04:02,"[175, 523, 715, 24]",175,0
368,2018-11-12 09:55:29,"[475, 401, 429]",431,0
369,2016-02-16 02:03:43,"[633, 666, 167, 183]",181,0
370,2021-03-12 00:50:25,"[365, 672, 294]",1160,0
371,2015-10-13 04:14:39,"[105, 558, 530, 402]",122,1
372,2020-06-07 16:43:02,"[486, 561, 358, 479]",1473,1
373,2015-11-28 23:20:28,"[440, 96, 672, 49, 669, 13]",595,0
374,2020-09-17 20:29:23,"[89, 286, 443, 321, 396]",717,1
375,2019-09-30 22:38:06,"[163, 464, 246, 445, 317]",878,0
376,2016-03-15 16:22:46,"[426, 292, 350, 361]",435,0
377,2017-11-28 22:31:53,"[124, 691, 22]",9,0
378,2016-02-06 14:06:57,"[37, 155, 112]",312,0
379,2017-01-01 05:29:16,"[247, 255, 277, 697, 648]",564,1
380,2015-12-19 15:17:17,"[685, 187, 400, 457, 461]",829,1
381,2021-03-13 11:54:37,[323],1014,1
382,2016-02-06 20:44:58,"[23, 43, 157]",174,0
383,2016-07-13 10:42:50,[464],819,1
384,2016-09-29 09:17:41,"[224, 256, 102, 205, 62, 159]",503,0
385,2017-01-08 07:44:17,"[21, 229, 658, 65, 375, 666]",991,1
386,2020-10-26 02:16:27,"[621, 305, 90, 631]",755,1
387,2020-07-05 05:41:40,"[346, 363, 50, 161]",687,0
388,2019-06-25 00:21:06,"[521, 221, 156, 568]",188,1
389,2017-06-26 18:17:48,"[522, 234]",1054,0
390,2019-01-25 14:54:03,[100],1491,1
391,2016-11-02 21:04:42,"[423, 282, 77, 699, 461]",1249,1
392,2021-05-06 17:00:22,"[632, 62, 234]",555,0
393,2022-03-26 17:12:56,"[401, 592]",1350,0
394,2018-07-17 09:57:27,"[530, 511, 570, 651, 153, 448]",1175,1
395,2016-09-13 18:49:09,"[60, 711, 317]",1266,1
396,2022-05-08 09:49:34,"[336, 377, 61]",185,0
397,2016-08-27 16:06:06,"[301, 403, 417, 646, 473]",1049,0
398,2016-09-22 22:15:46,"[665, 184]",1086,1
399,2023-12-23 05:29:12,"[108, 527, 342, 577, 41]",1149,0
400,2019-09-04 04:16:11,[619],127,0
401,2019-07-20 20:29:03,"[225, 544]",412,0
402,2022-10-08 06:26:58,"[443, 615]",968,1
403,2015-11-17 01:04:22,"[220, 61, 377, 57, 226, 18]",88,1
404,2016-07-11 20:04:42,"[4, 1, 292, 190]",693,0
405,2015-01-11 17:07:08,"[75, 311, 262, 354, 471]",1358,1
406,2019-07-03 21:42:23,"[350, 262, 151, 319]",101,1
407,2023-02-15 22:24:33,"[627, 249, 413, 469, 418]",510,1
408,2017-11-27 14:45:08,"[267, 567, 43, 637, 22, 266]",869,1
409,2018-01-23 02:22:53,"[479, 710]",602,1
410,2021-10-29 00:24:56,"[483, 626]",1356,0
411,2020-11-25 10:48:55,"[188, 46, 393, 377]",855,1
412,2022-09-05 13:06:56,[378],474,0
413,2023-04-13 08:11:14,"[371, 153, 106, 405, 688]",713,1
414,2023-12-25 02:35:33,"[184, 563, 95, 619, 89]",779,1
415,2017-05-31 20:05:14,"[265, 519, 305, 626, 27, 132]",497,0
416,2023-06-27 00:26:00,"[214, 608, 329, 670]",288,0
417,2020-09-20 11:57:39,"[117, 163, 606, 554, 384, 588]",944,1
418,2017-09-16 04:14:50,"[217, 331, 238, 43]",439,1
419,2017-02-14 15:36:54,"[244, 270, 27]",718,1
420,2018-08-31 14:09:17,"[228, 347, 347]",1347,0
421,2017-12-22 21:36:30,"[340, 629, 577, 174, 347]",1404,0
422,2023-04-03 10:57:29,"[129, 677, 26, 574]",1499,1
423,2017-11-08 10:13:55,"[482, 287, 382, 29, 105]",1280,1
424,2023-07-06 17:03:34,[342],539,1
425,2023-05-16 04:42:45,"[644, 82]",1077,0
426,2018-08-08 15:21:03,"[425, 476]",170,0
427,2020-12-01 17:05:55,"[134, 625, 53]",1390,0
428,2021-07-26 05:50:23,"[213, 677, 291, 0, 126]",660,1
429,2017-06-07 23:12:43,"[378, 626, 391, 113]",381,1
430,2022-05-13 03:43:26,[75],350,1
431,2022-01-15 22:40:18,"[432, 310, 672, 360, 53]",792,1
432,2019-01-21 22:34:53,"[533, 304]",36,0
433,2015-06-28 17:09:18,"[170, 174, 550, 386]",705,0
434,2022-05-17 07:43:37,"[307, 45]",1013,1
435,2016-08-26 18:26:49,"[462, 594, 309, 468, 393]",365,0
436,2020-01-01 13:56:45,"[415, 32, 251, 339, 306, 516]",1399,0
437,2016-10-03 09:00:16,"[374, 184, 415, 387, 16, 388]",64,1
438,2019-05-31 02:04:24,"[650, 116, 71, 57, 163, 418]",156,0
439,2022-07-04 11:26:56,"[115, 402, 356, 72, 80]",1414,1
440,2018-09-04 01:09:39,[452],278,1
441,2021-02-14 01:03:09,"[148, 471, 454]",201,1
442,2022-01-30 23:07:46,"[691, 402, 661, 31, 533, 399]",338,1
443,2015-08-22 14:47:30,"[687, 39, 12, 37, 469, 307]",614,1
